query	baidu_vertical_types_number	baidu_vertical_results_number	baidu_vertical_results_area_fraction	baidu_total_images_number	baidu_total_images_area_fraction	sogou_vertical_types_number	sogou_vertical_results_number	sogou_vertical_results_area_fraction	sogou_total_images_number	sogou_total_images_area_fraction	delta_vertical_types_number	delta_vertical_results_number	delta_vertical_results_area_fraction	delta_total_images_number	delta_total_images_area_fraction	
石家庄有哪些好玩的地方	5	10	1.0	14	0.197057070235	5	10	1.0	17	0.162709654686	0	0	0.0	-3	0.0343474155482	
红玫瑰王俊凯	2	6	0.73058637084	8	0.129740366091	6	10	1.0	3	0.03210341436	-4	-4	-0.26941362916	5	0.0976369517315	
鱼子酱的做法	6	9	0.938892882818	11	0.137753588523	5	9	0.936217008798	3	0.0395787789923	1	0	0.00267587402046	8	0.0981748095309	
吴昕恐高遭空中翻飞	2	6	0.663366336634	5	0.0835050977217	3	5	0.546402502607	1	0.0160470186748	-1	1	0.116963834027	4	0.0674580790469	
好听的lol游戏名字	4	8	0.850815850816	10	0.151484822489	3	9	0.929325751422	3	0.0443275976663	1	-1	-0.0785099006058	7	0.107157224822	
小米手机2	4	9	0.942567567568	11	0.145595549081	5	10	1.0	5	0.0793778492894	-1	-1	-0.0574324324324	6	0.0662176997913	
奈河桥	5	9	0.928751047779	7	0.116770068273	7	9	0.944971537002	8	0.149028808004	-2	0	-0.0162204892232	-1	-0.032258739731	
广东体育节目表	3	4	0.636493228795	7	0.0904567217884	4	6	0.730023273856	1	0.014111009239	-1	-2	-0.0935300450603	6	0.0763457125494	
鬼泣3中文版	5	9	0.933954933955	8	0.108681900503	4	8	0.851282051282	1	0.0303341103341	1	1	0.0826728826729	7	0.0783477901694	
毛婷资料	3	4	0.558823529412	11	0.225403905275	3	3	0.365301724138	0	0.0	0	1	0.193521805274	11	0.225403905275	
济南海底世界	5	10	1.0	14	0.259225746086	6	10	1.0	4	0.100093622795	-1	0	0.0	10	0.159132123291	
我的世界舞秋风	3	10	1.0	12	0.19026455466	4	9	0.921692169217	4	0.0734735291711	-1	1	0.0783078307831	8	0.116791025489	
cs技巧	4	8	0.849411764706	8	0.109868066186	6	8	0.884462151394	6	0.0898466739104	-2	0	-0.0350503866885	2	0.0200213922752	
功夫神医	3	6	0.710884353741	2	0.044178173128	4	7	0.816326530612	2	0.0145275414241	-1	-1	-0.105442176871	0	0.0296506317039	
作文关于春天	4	5	0.679487179487	1	0.0127209877374	6	6	0.775956284153	5	0.0681818181818	-2	-1	-0.0964691046658	-4	-0.0554608304444	
陕西旅游年票一卡通2015景点	3	7	0.763888888889	7	0.133932259397	4	6	0.683348498635	1	0.0165505831748	-1	1	0.0805403902538	6	0.117381676222	
彭州牡丹	5	9	0.935508345979	9	0.125241861331	7	9	0.942574257426	5	0.138282628263	-2	0	-0.00706591144699	4	-0.0130407669319	
冯提莫多大	2	6	0.662313432836	4	0.0629404094768	3	7	0.810663764962	0	0.0	-1	-1	-0.148350332126	4	0.0629404094768	
精灵梦叶罗丽第1季	5	10	1.0	9	0.114625774473	4	8	0.879501385042	6	0.102460337446	1	2	0.120498614958	3	0.0121654370269	
写真样片	3	10	1.0	16	0.23125438308	4	9	0.93531598513	5	0.0828604258195	-1	1	0.0646840148699	11	0.14839395726	
坦克世界挂机软件	4	10	1.0	9	0.141398092775	4	8	0.850515463918	0	0.0	0	2	0.149484536082	9	0.141398092775	
三菱吉普	4	8	0.858451290591	12	0.209394897065	5	8	0.886010362694	8	0.169557903237	-1	0	-0.0275590721031	4	0.0398369938287	
雅马哈pc1002功放	2	4	0.431391905232	3	0.0499546784001	2	6	0.575609756098	0	0.0	0	-2	-0.144217850866	3	0.0499546784001	
现在买房合适吗2015	4	6	0.707547169811	9	0.137981661321	3	6	0.682481751825	1	0.016595885866	1	0	0.0250654179865	8	0.121385775455	
融资融券利息	3	5	0.599811676083	2	0.0317665343499	5	9	0.92955465587	1	0.0147280088333	-2	-4	-0.329742979788	1	0.0170385255166	
广东省汕头市	4	7	0.778837814397	8	0.17951553568	5	7	0.833863781031	7	0.0644372432151	-1	0	-0.055025966634	1	0.115078292465	
要死就一定要死在你手里吉他谱	3	4	0.459349593496	3	0.0514269199383	2	3	0.355555555556	0	0.0	1	1	0.10379403794	3	0.0514269199383	
邓小平孙子携款外逃	1	4	0.46088794926	4	0.07132359298	1	4	0.427553444181	0	0.0	0	0	0.0333345050795	4	0.07132359298	
韩国风俗娘	6	9	0.923492349235	7	0.115996172108	4	6	0.68309178744	1	0.0175740008783	2	3	0.240400561795	6	0.0984221712296	
夏天的感觉真好作文	2	4	0.451612903226	0	0.0	1	1	0.188601036269	0	0.0	1	3	0.263011866956	0	0.0	
优秀员工推荐理由	2	2	0.315206445116	0	0.0	2	2	0.24347826087	0	0.0	0	0	0.0717281842462	0	0.0	
迎驾贡酒价格表	4	9	0.925044091711	5	0.0834972430388	4	8	0.832046332046	1	0.017557037557	0	1	0.0929977596644	4	0.0659402054817	
许银川	5	9	0.934865900383	9	0.140490535401	5	9	0.94207723036	16	0.196983461304	0	0	-0.00721132997638	-7	-0.0564929259025	
软考软件设计师真题	2	3	0.376310272537	1	0.0176813728928	5	5	0.652278177458	1	0.0145396410145	-3	-2	-0.275967904921	0	0.00314173187839	
笔仙2	5	9	0.938494934877	8	0.122785521764	3	8	0.937138728324	0	0.0	2	1	0.00135620655329	8	0.122785521764	
加勒比海盗	7	10	1.0	9	0.15965552054	5	9	0.943396226415	5	0.0649435145206	2	1	0.0566037735849	4	0.0947120060198	
qq皮男生肤	2	10	1.0	9	0.145136011145	3	6	0.660455486542	1	0.0188292866554	-1	4	0.339544513458	8	0.12630672449	
天珠变漫画	3	5	0.591387559809	3	0.0484249657601	4	8	0.850258175559	2	0.0313065248005	-1	-3	-0.258870615751	1	0.0171184409596	
革命烈士诗歌	3	5	0.607208872458	3	0.0602800816332	4	5	0.658018867925	1	0.0142995997713	-1	0	-0.0508099954661	2	0.0459804818619	
3366塔防三国志	3	7	0.769991015274	6	0.0909327748775	2	5	0.595724907063	1	0.0251503886448	1	2	0.174266108211	5	0.0657823862327	
怎么下载评书	3	5	0.637421665175	7	0.119400079208	4	9	0.92280390417	0	0.0	-1	-4	-0.285382238996	7	0.119400079208	
笔记本cpu排行榜	3	6	0.74791086351	1	0.0140958465792	4	7	0.766338406446	1	0.0162838772687	-1	-1	-0.0184275429361	0	-0.00218803068946	
五味子苗辽宁大梨树	1	1	0.0974770642202	0	0.0	2	4	0.436285097192	0	0.0	-1	-3	-0.338808032972	0	0.0	
鹰狼传奇国语	3	7	0.758064516129	6	0.0994370886621	3	4	0.583751253761	0	0.0	0	3	0.174313262368	6	0.0994370886621	
我的世界服务器刷钱bug	3	9	0.923007246377	7	0.106953087118	4	9	0.917847025496	0	0.0	-1	0	0.00516022088106	7	0.106953087118	
洛克王国开外挂100级	4	7	0.760787992495	5	0.0858697699073	4	10	1.0	1	0.0135942383476	0	-3	-0.239212007505	4	0.0722755315597	
明日歌	4	7	0.799843014129	4	0.0586100039101	6	8	0.855120732723	1	0.0151449549618	-2	-1	-0.055277718594	3	0.0434650489483	
自由篮球外挂	4	7	0.780361757106	4	0.0643145090279	3	9	0.913917940467	0	0.0	1	-2	-0.133556183361	4	0.0643145090279	
双离合	7	9	0.921840759679	11	0.167120601964	7	10	1.0	7	0.0972378721216	0	-1	-0.0781592403214	4	0.0698827298428	
刘晓燕民间小调全集钱	3	9	0.930441898527	12	0.19306670155	2	5	0.522439585731	0	0.0	1	4	0.408002312796	12	0.19306670155	
移动的枪口	3	5	0.624226348364	8	0.144966621636	4	8	0.856198347107	2	0.040147257701	-1	-3	-0.231971998743	6	0.104819363935	
小标题作文600字	2	4	0.452890792291	0	0.0	3	5	0.631043256997	0	0.0	-1	-1	-0.178152464706	0	0.0	
燃烧电视剧全集土豆	2	5	0.592490842491	8	0.13675667579	2	6	0.675889328063	4	0.0806611570248	0	-1	-0.0833984855724	4	0.0560955187653	
计算机一级考试	6	7	0.80504587156	11	0.175559610291	7	8	0.885526315789	6	0.0776363636364	-1	-1	-0.0804804442298	5	0.0979232466543	
2014许银川象棋比赛视频	2	5	0.603019538188	7	0.125037141706	2	4	0.41610738255	0	0.0	0	1	0.186912155638	7	0.125037141706	
宾阳吧qq诈骗北街事件	1	7	0.734674329502	7	0.113099816263	2	7	0.727272727273	0	0.0	-1	0	0.00740160222919	7	0.113099816263	
冰雪奇缘英文版电影	4	9	0.935945742276	8	0.121690483327	4	8	0.854757929883	2	0.040549400516	0	1	0.0811878123927	6	0.0811410828114	
北京胸科医院	4	8	0.882026370576	6	0.144907888729	5	7	0.803909590715	2	0.0531393347032	-1	1	0.0781167798613	4	0.0917685540255	
有趣的活动作文400字	2	2	0.233041575492	0	0.0	2	3	0.398815399803	0	0.0	0	-1	-0.16577382431	0	0.0	
上善若水的理解	3	8	0.842446709917	2	0.0408542950756	4	9	0.934339622642	1	0.0137276157804	-1	-1	-0.0918929127249	1	0.0271266792952	
指南针怎么看方向	4	9	0.930781758958	9	0.136079762179	5	8	0.864274570983	1	0.0141880584314	-1	1	0.0665071879748	8	0.121891703747	
qq帐号申请	4	7	0.787251655629	8	0.124369137596	4	6	0.669829222011	3	0.0565257892013	0	1	0.117422433618	5	0.0678433483944	
我是歌手双年巅峰视频	2	7	0.778260869565	10	0.165453369969	3	5	0.637281910009	4	0.0749578428917	-1	2	0.140978959556	6	0.0904955270776	
末日大逃杀ol下载	1	6	0.685863874346	6	0.105977150198	2	9	0.946590909091	0	0.0	-1	-3	-0.260727034745	6	0.105977150198	
无奈的句子	4	5	0.577114427861	5	0.106153248627	3	3	0.427093132643	1	0.0171110921064	1	2	0.150021295217	4	0.0890421565204	
lol无限火力活动	2	10	1.0	13	0.205291633635	4	9	0.925064599483	2	0.0313334899381	-2	1	0.0749354005168	11	0.173958143697	
信用卡逾期还款后果	2	5	0.609375	4	0.0620148152198	4	7	0.777493606138	2	0.0310129427265	-2	-2	-0.168118606138	2	0.0310018724933	
理论力学第七版答案	3	5	0.591738712776	1	0.0162036789047	4	10	1.0	0	0.0	-1	-5	-0.408261287224	1	0.0162036789047	
破恨南飞原版视频	2	8	0.857859531773	10	0.168116149246	2	8	0.841530054645	4	0.0743434343434	0	0	0.0163294771278	6	0.0937727149025	
浙江嘉善洪溪污水偷排	2	3	0.340354767184	2	0.0374013963188	1	3	0.307167235495	0	0.0	1	0	0.0331875316892	2	0.0374013963188	
qt刷单平台下载	3	5	0.566191446029	5	0.0895505720061	2	3	0.348451327434	0	0.0	1	2	0.217740118595	5	0.0895505720061	
耶稣的故事	5	8	0.857262804366	7	0.11726892212	5	10	1.0	4	0.0672397783436	0	-2	-0.142737195634	3	0.0500291437768	
雅兰仕tt10驱动下载	2	7	0.751219512195	5	0.0822830719014	2	6	0.654761904762	1	0.0180447330447	0	1	0.0964576074332	4	0.0642383388566	
一句话日记	4	7	0.769855595668	1	0.0152238535558	5	8	0.856672158155	1	0.0149827766961	-1	-1	-0.086816562487	0	0.000241076859634	
我的妈妈优秀作文200字	0	0	0.0	0	0.0	2	2	0.389473684211	0	0.0	-2	-2	-0.389473684211	0	0.0	
十二星座婚纱项链等	3	8	0.857978279031	13	0.173395073806	4	9	0.91936978684	1	0.016857359508	-1	-1	-0.0613915078088	12	0.156537714298	
灵芝的功效与作用及禁忌	4	9	0.931891025641	10	0.142296075207	5	9	0.929782082324	5	0.0805635042923	-1	0	0.00210894331657	5	0.061732570915	
作文+心中有支欢乐的歌	4	4	0.526462395543	1	0.0156620517547	3	4	0.510318949343	1	0.0170629370629	1	0	0.0161434461998	0	-0.00140088530827	
谢文东4季义薄云天	3	7	0.765840220386	7	0.125154894672	2	3	0.402355250245	1	0.0178499420109	1	4	0.36348497014	6	0.107304952661	
晋级赛规则	4	8	0.865186360032	10	0.145895303485	5	9	0.932084309133	1	0.0141991341991	-1	-1	-0.0668979491018	9	0.131696169286	
解放军理工大学	6	7	0.827586206897	5	0.111685027812	5	7	0.80652335063	1	0.0134833883685	1	0	0.0210628562665	4	0.0982016394434	
毕业论文课题来源	2	5	0.613989637306	0	0.0	3	6	0.704081632653	0	0.0	-1	-1	-0.0900919953474	0	0.0	
win7开机慢	4	10	1.0	16	0.212812342552	5	10	1.0	1	0.0146686217009	-1	0	0.0	15	0.198143720851	
水煎包	7	10	1.0	15	0.199281145881	7	10	1.0	6	0.113478452344	0	0	0.0	9	0.0858026935378	
36选7	3	3	0.447539461467	1	0.0252681101642	4	5	0.639269406393	1	0.0166110419261	-1	-2	-0.191729944926	0	0.00865706823809	
舌尖上的家	2	3	0.386597938144	0	0.0	3	4	0.572131147541	1	0.0149090909091	-1	-1	-0.185533209397	-1	-0.0149090909091	
优秀作文300字	2	2	0.283613445378	0	0.0	4	6	0.769014084507	1	0.0128092189501	-2	-4	-0.485400639129	-1	-0.0128092189501	
校花的贴身高手txt全集免费下载	3	8	0.859027205276	5	0.0754634581378	3	8	0.86594761171	1	0.023412242611	0	0	-0.00692040643415	4	0.0520512155268	
民间风水口诀	2	6	0.649484536082	5	0.0869486069061	4	7	0.770851624232	1	0.0159693511054	-2	-1	-0.121367088149	4	0.0709792558006	
360wifi随身wifi驱动下载	3	8	0.846774193548	7	0.121522364792	2	9	0.922528940338	5	0.0908605197118	1	-1	-0.07575474679	2	0.0306618450801	
4399塔防海贼王刷伙伴	3	7	0.781383432963	9	0.142703627631	3	9	0.916104146577	0	0.0	0	-2	-0.134720713613	9	0.142703627631	
王祖贤	6	9	0.94623655914	15	0.221315387889	4	8	0.8336	18	0.178986500519	2	1	0.11263655914	-3	0.04232888737	
红警4大国崛起	5	10	1.0	17	0.20442207524	3	9	0.93023255814	4	0.0555004738645	2	1	0.0697674418605	13	0.148921601375	
sd卡修复工具	4	10	1.0	13	0.193451529883	5	9	0.944302176697	9	0.111749505296	-1	1	0.0556978233035	4	0.0817020245865	
赏樱花有感	3	4	0.450980392157	2	0.0362079482546	3	6	0.714851485149	1	0.0180090009001	0	-2	-0.263871092992	1	0.0181989473545	
战狼吴京高清完整版	4	8	0.862124898621	6	0.100688320263	4	7	0.847635726795	0	0.0	0	1	0.0144891718262	6	0.100688320263	
限售股解禁后股价表现	3	3	0.413962635202	1	0.017912951936	5	8	0.855481727575	0	0.0	-2	-5	-0.441519092373	1	0.017912951936	
7766游戏	1	3	0.354838709677	3	0.0544129991606	1	6	0.622119815668	0	0.0	0	-3	-0.267281105991	3	0.0544129991606	
青青子衿+低糖海苔饼	2	3	0.397773279352	0	0.0	3	7	0.77843803056	0	0.0	-1	-4	-0.380664751208	0	0.0	
冬日十七天	4	7	0.799530148786	9	0.141601627886	3	8	0.85584092792	2	0.0439918656323	1	-1	-0.0563107791342	7	0.0976097622537	
会计的工作内容	3	3	0.550264550265	5	0.0780289811092	6	8	0.859564164649	1	0.0146804607822	-3	-5	-0.309299614384	4	0.063348520327	
张全蛋	6	10	1.0	11	0.158552908771	6	9	0.936217008798	10	0.14194214876	0	1	0.0637829912023	1	0.0166107600111	
好看的qq头像	4	9	0.945721583653	23	0.286030518405	3	8	0.865011636928	12	0.193661048029	1	1	0.0807099467248	11	0.0923694703758	
洛登上师	2	7	0.761235955056	7	0.124246411317	3	8	0.837837837838	0	0.0	-1	-1	-0.0766018827817	7	0.124246411317	
压疮的预防及护理ppt	2	4	0.486404833837	0	0.0	2	6	0.672932330827	0	0.0	0	-2	-0.18652749699	0	0.0	
陕北说书	4	10	1.0	12	0.189976964634	5	9	0.95301542777	5	0.0699987249777	-1	1	0.04698457223	7	0.119978239656	
穆丹枫所有作品	3	6	0.699115044248	5	0.0875744316873	3	9	0.925257731959	0	0.0	0	-3	-0.226142687711	5	0.0875744316873	
手工制作动物大全	4	10	1.0	19	0.283706556866	4	8	0.839186691312	2	0.0418215425979	0	2	0.160813308688	17	0.241885014269	
特码资料	4	5	0.567567567568	1	0.0162818819882	2	4	0.572131147541	1	0.0149090909091	2	1	-0.00456357997342	0	0.00137279107911	
酷屏5下载	3	9	0.931891025641	9	0.112799065866	3	10	1.0	2	0.0274211802749	0	-1	-0.068108974359	7	0.0853778855911	
快乐的童年作文500字	2	3	0.348583877996	0	0.0	2	3	0.385469223007	0	0.0	0	0	-0.0368853450114	0	0.0	
进口拉杆箱	2	8	0.815384615385	7	0.113534815556	4	8	0.880494505495	4	0.0818381618382	-2	0	-0.0651098901099	3	0.031696653718	
我的世界光影	6	10	1.0	16	0.238050798587	5	9	0.945760598504	8	0.100399002494	1	1	0.0542394014963	8	0.137651796093	
exo综艺节目	4	9	0.95178672717	15	0.214701410868	5	10	1.0	9	0.12293175659	-1	-1	-0.0482132728304	6	0.0917696542779	
桂林电子科技大学	6	9	0.950610110401	7	0.117451382334	5	9	0.893617021277	2	0.0634873290471	1	0	0.0569930891243	5	0.0539640532866	
蒲公英的岁月	0	0	0.0	0	0.0	6	7	0.797831138652	1	0.0140891486515	-6	-7	-0.797831138652	-1	-0.0140891486515	
萌三国辅助	4	8	0.841121495327	5	0.0821856651496	3	10	1.0	3	0.0557575757576	1	-2	-0.158878504673	2	0.026428089392	
武逆乾坤txt下载	2	4	0.501463414634	3	0.0563913319431	2	4	0.513513513514	1	0.0283216131492	0	0	-0.0120500988794	2	0.0280697187939	
肝肾滋是国药准字吗	2	6	0.660678642715	3	0.0505030830532	2	5	0.522502744237	0	0.0	0	1	0.138175898477	3	0.0505030830532	
李金铭男友	3	9	0.926534140017	11	0.187216651191	3	9	0.935745937962	5	0.0831234053981	0	0	-0.00921179794431	6	0.104093245792	
赛尔米米号盗号器下载	2	3	0.340085287846	1	0.0179829741362	2	7	0.72380952381	0	0.0	0	-4	-0.383724235963	1	0.0179829741362	
御捷马	6	9	0.929925803792	6	0.0927069510293	3	6	0.681610247027	1	0.0166414372453	3	3	0.248315556766	5	0.076065513784	
机械原理与机械设计习题集答案	2	4	0.485990338164	0	0.0	4	5	0.594330400782	0	0.0	-2	-1	-0.108340062618	0	0.0	
姚峰+三十	3	5	0.580454096742	3	0.0535070110864	5	8	0.843525179856	1	0.0163570961413	-2	-3	-0.263071083114	2	0.0371499149451	
血压低怎么办	1	9	0.941700960219	8	0.0987781806314	4	9	0.933384379786	3	0.0675734372825	-3	0	0.00831658043387	5	0.0312047433489	
麦当劳宅急送	2	5	0.594309799789	4	0.0710981232446	5	6	0.707808564232	2	0.035652240287	-3	-1	-0.113498764442	2	0.0354458829576	
tfboys易烊千玺	6	10	1.0	20	0.186475063789	3	6	0.845562130178	0	0.0	3	4	0.154437869822	20	0.186475063789	
威海搬运工工资真实吗	1	2	0.291750503018	0	0.0	2	6	0.675373134328	0	0.0	-1	-4	-0.38362263131	0	0.0	
九涅吞天txt下载全本	2	5	0.609015639374	1	0.0155179666419	4	7	0.742349457058	0	0.0	-2	-2	-0.133333817684	1	0.0155179666419	
澳门风云1电影	5	8	0.880534082923	6	0.0930112569131	2	8	0.936635105608	0	0.0	3	0	-0.0561010226848	6	0.0930112569131	
ehshig蒙古音乐盒	2	8	0.838526912181	5	0.0796413113304	4	8	0.855805243446	1	0.0170309839973	-2	0	-0.0172783312644	4	0.0626103273331	
造梦3逍遥修改器	3	7	0.767123287671	5	0.0868819066049	2	7	0.732307692308	0	0.0	1	0	0.0348155953635	5	0.0868819066049	
清明祭奠母亲的诗	2	2	0.216517857143	1	0.0188259260489	4	6	0.653386454183	0	0.0	-2	-4	-0.43686859704	1	0.0188259260489	
加入亚投行的国家名单	3	7	0.775528169014	5	0.0742430886434	4	10	1.0	1	0.0160965406275	-1	-3	-0.224471830986	4	0.0581465480159	
面豉酱蒸五花肉	3	7	0.733653846154	6	0.0911495567629	4	9	0.918843283582	0	0.0	-1	-2	-0.185189437428	6	0.0911495567629	
杂粮的种类	4	6	0.682242990654	4	0.063058055102	6	9	0.935650887574	2	0.0285476062399	-2	-3	-0.25340789692	2	0.0345104488621	
他们最幸福在线阅读	3	4	0.459172852598	2	0.0395912751757	3	6	0.67129135539	0	0.0	0	-2	-0.212118502791	2	0.0395912751757	
济宁房价	4	5	0.559128630705	3	0.0524938684848	3	5	0.625967325881	2	0.0312796060346	1	0	-0.0668386951759	1	0.0212142624502	
英语ppt下载	2	3	0.36295503212	2	0.0361199780295	4	5	0.562814070352	1	0.00365463682047	-2	-2	-0.199859038232	1	0.032465341209	
时政新闻2015	3	4	0.478527607362	2	0.0344949483431	3	5	0.632911392405	2	0.0306988876103	0	-1	-0.154383785043	0	0.00379606073282	
武汉大学	7	8	0.906077348066	8	0.156146152108	5	9	0.878839590444	6	0.115660850797	2	-1	0.0272377576226	2	0.0404853013114	
芜湖港股票	3	3	0.497041420118	1	0.0142586895518	4	6	0.795774647887	4	0.0458016787594	-1	-3	-0.298733227769	-3	-0.0315429892076	
丽水信息港	4	6	0.682835820896	3	0.0472053071076	2	5	0.612644701692	3	0.0441236946491	2	1	0.0701911192036	0	0.00308161245851	
微信公众平台使用方法	4	10	1.0	14	0.198542395087	6	8	0.885751805647	9	0.119138064824	-2	2	0.114248194353	5	0.079404330263	
旅游合同案例分析	1	2	0.268817204301	0	0.0	4	5	0.630416312659	1	0.0154537730748	-3	-3	-0.361599108358	-1	-0.0154537730748	
朕多燕减肥全集中文版下载	3	10	1.0	10	0.164452355631	4	8	0.855	2	0.0303151515152	-1	2	0.145	8	0.134137204116	
新80s手机电影mp4下载	2	7	0.779005524862	14	0.174806766758	3	4	0.445859872611	1	0.0163366145532	-1	3	0.33314565225	13	0.158470152205	
小学生身高体重标准表	3	5	0.579887218045	1	0.0158534114096	5	9	0.932084309133	5	0.0779220779221	-2	-4	-0.352197091088	-4	-0.0620686665125	
地级市市委书记级别	4	6	0.702791461412	3	0.0445013154602	3	10	1.0	0	0.0	1	-4	-0.297208538588	3	0.0445013154602	
微信公众平台文章美化	5	8	0.848078641644	7	0.119186674241	3	5	0.51287793953	0	0.0	2	3	0.335200702115	7	0.119186674241	
cad2010激活码	4	5	0.654560129136	5	0.0833190815234	5	9	0.921124206709	2	0.0349921701146	-1	-4	-0.266564077573	3	0.0483269114088	
北京地铁7号线东延	5	9	0.923492349235	6	0.102528282568	3	6	0.699481865285	1	0.0157073323913	2	3	0.22401048395	5	0.0868209501768	
手机窃监听器专卖	2	9	0.927597955707	6	0.0862079884486	1	4	0.408163265306	0	0.0	1	5	0.519434690401	6	0.0862079884486	
superchina+第三集+字幕	1	1	0.113305613306	1	0.0175343344488	3	9	0.920980926431	0	0.0	-2	-8	-0.807675313125	1	0.0175343344488	
蓝多多星际精灵全集	4	8	0.873793615442	6	0.100348288776	3	8	0.862667719021	3	0.0719552270933	1	0	0.0111258964204	3	0.0283930616828	
神堂峪自然风景区	6	9	0.935114503817	11	0.234913022503	6	9	0.960364464692	17	0.218821288051	0	0	-0.0252499608757	-6	0.0160917344521	
南京曙光硅烷化工有限公司	3	3	0.47391688771	2	0.137927747593	5	5	0.636602451839	1	0.0602451838879	-2	-2	-0.162685564129	1	0.0776825637053	
广告合同范本	1	2	0.286463798531	0	0.0	4	4	0.555744680851	1	0.0154800773694	-3	-2	-0.26928088232	-1	-0.0154800773694	
逆战怎么刷死神镰刀	4	10	1.0	8	0.116815135691	4	10	1.0	5	0.0738300161377	0	0	0.0	3	0.0429851195532	
龙口最新招聘信息	2	3	0.501675041876	1	0.0141273280903	3	3	0.4052734375	1	0.0177627840909	-1	0	0.096401604376	0	-0.00363545600064	
火线精英隐身外挂	4	8	0.840075258702	6	0.0952099514945	2	5	0.547053649956	0	0.0	2	3	0.293021608746	6	0.0952099514945	
民间非营利组织会计制度	5	6	0.702797202797	2	0.042268372891	5	5	0.628839590444	1	0.0259292584549	0	1	0.0739576123535	1	0.0163391144362	
让我听懂你的语言简谱	1	1	0.246305418719	10	0.178881828337	3	7	0.7319243604	0	0.0	-2	-6	-0.485618941681	10	0.178881828337	
祝福ppt课件	2	3	0.405	1	0.0168680297398	3	5	0.581328200192	0	0.0	-1	-2	-0.176328200192	1	0.0168680297398	
海咪咪小姐吉他谱	3	4	0.442400774443	7	0.114088247678	3	3	0.390139335477	1	0.0194952742863	0	1	0.0522614389664	6	0.0945929733917	
大海啊故乡简谱	3	3	0.448563484708	9	0.191456704714	5	10	1.0	6	0.109294698296	-2	-7	-0.551436515292	3	0.0821620064177	
